name,price
"Dewalt Wood Auger Drill Bit, DT4616-QZ, 24x200mm Silver ",40.0
Dewalt SDS Drill Bit Silver 12x160x95milimeter ,7.0
Dewalt SDS Plus Drill Bit Silver 8x210milimeter ,47.25
Dewalt SDS Plus Extreme Drill Bit Silver 16x200x150milimeter ,38.85
Dewalt SDS Plus Extreme Drill Bit Silver 16x300x250milimeter ,36.75
Dewalt Wood Auger Drill Bit Silver 30x200millimeter ,50.0
Dewalt SDS Max 2 Cutter Drill Bit Silver ,110.0
Dewalt Brushless Hammer Drill Yellow/Black/Grey ,1724.0
Dewalt SDS Drill Bit Silver 6x160x95milimeter ,12.5
Dewalt SDS Drill Bit Silver 10x160x95milimeter ,6.75
Dewalt Cordless Hammer Drill Yellow/Black 228x191x53millimeter ,699.0
Dewalt Extreme 2 Sds-Plus Drill Bit Silver 6x160x100millimeter ,13.0
Dewalt SDS Max Flat Chisel Drill Bit Silver 25 x 400millimeter ,42.2
Dewalt Flat Hexagonal Cold Chisel Drill Bit Silver 350millimeter ,90.15
"Dewalt Extreme2 SDS-Plus Hammer Drill Bit, DT9566-QZ, 14x160mm Silver 14x160millimeter ",19.75
Dewalt Wood Auger Drill Bit Silver 24x380millimeter ,56.75
Dewalt SDS Max Drill Bit Silver/Gold 14x540millimeter ,82.95
Dewalt Magnetic Drill Cutter Silver 24millimeter ,195.0
Dewalt Extreme 2 SDS Plus Hammer Drill Bit Silver 12x160millimeter ,18.55
Dewalt Extreme 2 SDS-Plus Hammer Drill Bit Silver 10x210millimeter ,17.75
"Dewalt Extreme SDS-Max Hammer Drill Bit, DT9401-QZ, 12x540mm Copper ",125.0
"Dewalt Extreme SDS-Max Hammer Drill Bit, DT9445-QZ, 40x570mm Silver ",365.0
Dewalt Wood Auger Drill Bit Silver ,65.75
Dewalt Sds-Plus Drill Bit Silver ,22.0
Dewalt Wood Auger Drill Bit Silver ,60.0
"Dewalt Extreme2 SDS-Plus Hammer Drill Bit, DT9526-QZ, 7x210mm Silver ",18.75
Dewalt SDS Plus Extreme Drill Bit Silver 6x110millimeter ,9.65
Dewalt Extreme 2 SDS Plus Hammer Drill Bit Silver 250x300millimeter ,20.8
Dewalt Extreme 2 SDS Plus Hammer Drill Bit Silver 8x160millimeter ,13.0
Dewalt SDS Plus Extreme Series Hammer Drill Bit Silver ,13.0
"Dewalt Extreme2 SDS-Plus Hammer Drill Bit, DT9516-QZ, 6x210mm Silver ",15.1
Dewalt Wood Auger Drill Bit Silver 28x200millimeter ,56.35
Dewalt Apprentice Safety Boot Beige ,299.0
Dewalt Apprentice Work Boots Brown/Beige/Yellow ,499.0
Dewalt Apprentice Work Boot Black 340millimeter ,299.0
Dewalt Safety Boot For Apprentice ,305.0
Dewalt Safety Boot For Apprentice ,305.0
Dewalt Safety Boot For Apprentice ,305.0
Dewalt Safety Boot For Apprentice ,299.0
Dewalt Safety Boot For Apprentice ,305.0
Dewalt Safety Boot For Apprentice ,305.0
Dewalt Safety Boot For Apprentice ,295.0
Dewalt Safety Boot For Apprentice ,295.0
Dewalt Safety Boot For Apprentice ,300.0
Dewalt Safety Boot For Apprentice ,300.0
Dewalt Rapidfit Work Gloves ,46.5
Dewalt Securefit Durable Work Gloves ,55.0
Dewalt Metal Angle Grinder Black/Yellow 950watts ,250.0
Dewalt 800W Toggle Switch Angle Grinder DWE4001-B5 Yellow/Black 100millimeter ,226.0
Dewalt Variable Speed Polisher Yellow/Black 125millimeter ,658.4
Dewalt Variable Speed Polisher Black/Yellow ,800.0
Dewalt Angle Grinder With Lock On Switch Yellow/Black 484x112millimeter ,316.29
Dewalt 2200W Large Angle Grinder With Lock-On Switch DWE492-B5 Yellow 230millimeter ,384.8
Dewalt Angle Grinder  With Slide Switch Yellow/Black ,260.0
Dewalt 18V XR Li-Ion 1/2in Compact heavy duty Impact Wrench Yellow/Black/Grey 147x240millimeter ,1264.0
Dewalt 1/4 Sheet Palm Grip Sander Yellow ,294.0
"Dewalt 1.5mm wood  Planer, Yellow/Black, D26676-B5 Yellow ",529.0
Dewalt 18V Cordless Brushless RO Sander -  2 x 4Ah Batteries & Chargers Yellow ,1315.0
Dewalt Die Grinder Black/Yellow 356millimeter ,420.0
Dewalt Heavy Duty Die Grinder Yellow/Black/Silver 8x180x280millimeter ,1123.2
Dewalt Cross Line Laser Black/Yellow ,750.0
Dewalt Cross Line Laser Yellow/Black 0.75kg ,525.0
Dewalt 1200W Slide Switch Grinder DWE4215-B5 Yellow/Black 125millimeter ,300.8
Dewalt Die Grinder DWE4887N-B5 Yellow 6millimeter ,420.0
Dewalt Cutting Disc Multicolour 105x16millimeter ,10.0
Dewalt Cutting Disc Black/White/Yellow 105x1x16millimeter ,10.0
Dewalt Metal Cutting Disc Multicolour 125x3x22millimeter ,2.85
Dewalt Orbital Palm Sander Black/Yellow ,495.0
Dewalt Orbital Sander Yellow/Black 2.6millimeter ,399.0
Dewalt Orbital Palm Grip Sander Black/Yellow/Silver ,375.0
Dewalt 220V/280W Random Orbit Palm Grip Sander Black/Yellow 170x140millimeter ,338.0
Dewalt Random Orbit Palm Grip Sander Black/Yellow 125millimeter ,330.0
Dewalt Random Orbit Palm Grip Sander Yellow/Black/Grey 5inch ,375.0
Dewalt Random Orbit Palm Grip Sander 220 V Yellow/Black 1.28kg ,380.0
Dewalt Random Orbit Sander Yellow/Black 280watts ,385.0
Dewalt Safety Boot For Cutters Black/Grey/Yellow ,249.0
Dewalt Safety Boot For Cutters Black/Yellow/White ,249.0
Dewalt Safety Boot For Plane ,299.0
Dewalt Plane Safety Boot ,299.0
Dewalt Plane Safety Boot ,305.0
Dewalt Plane Safety Boot ,299.0
Dewalt Plane Safety Boot ,299.0
Dewalt Anchor Safety Boot ,255.0
Dewalt Anchor Safety Boot ,255.0
Dewalt Anchor Safety Boot ,249.0
Dewalt Nickel Waterproof Boots Black/Yellow ,314.0
Dewalt Rigger Work Boot Tan ,309.8
Dewalt Rigger Work Boot Tan ,310.0
Dewalt Nickel Waterproof Boots Black 41cm ,315.0
Dewalt Rigger Work Boot Tan ,310.0
Dewalt Protective Lace Up Boot Black/Yellow/Grey ,399.0
Dewalt Explorer Safety Boot ,299.0
Dewalt Logic Safety Boot ,305.0
Dewalt Explorer Safety Boot ,299.0
Dewalt Explorer Safety Boot ,299.0
Dewalt Plane Classic Safety Shoe Beige/Grey/Yellow ,305.0
Dewalt Plane Classic Safety Shoe Beige ,310.0
Dewalt 2500-Piece Finish Nail Silver 1inch ,136.0
Dewalt 2500-Piece Finish Nail Silver 50millimeter ,113.0
Dewalt D23700-LX Circular Saw Grey/Black/Yellow ,1100.0
Dewalt Circular Tile Saw Yellow/Grey/Black 19x25x25millimeter ,899.0
Dewalt Compact Circular Saw Yellow/Black/Grey 7inch ,650.0
Dewalt Safety Glasses ,35.0
Dewalt Contractor Pro Safety Glasses Dpg52-1d Clear ,32.0
Dewalt Dominator Safety Glasses ,42.0
Dewalt Stylish Safety Glasses ,38.75
Dewalt Concealer Safety Goggles Clear/Black ,69.0
Dewalt Concealer Safety Goggles Black/Yellow ,70.0
Dewalt Concrete Laser Blade Yellow/Silver/Black 100 x 20millimeter ,55.0
Dewalt Toggle Switch Angle Grinder Yellow/Black/Grey 115x270x80millimeter ,275.0
Dewalt 900W Paddle Switch Angle Grinder DWE4120-B5 Yellow/Black 115millimeter ,263.7
Dewalt 900W Slide Switch Angle Grinder DWE4157-QS Yellow/Black 125millimeter ,259.2
Dewalt Paddle Switch Angle Grinder Black/Yellow 270x80millimeter ,270.0
Dewalt 730W Slide Switch Angle Grinder DWE4010-B5 Yellow/Black 115millimeter ,275.0
Dewalt Pack Of 25 Fine Sand Sheet Black 230 x 280millimeter ,44.1
Dewalt Pack Of 25 Fine Sand Sheet Black 230 x 280millimeter ,44.1
Dewalt Pack Of 25 Fine Sand Sheet Black 230 x 280millimeter ,44.0
Dewalt Pack Of 25 Fine Sand Sheet Black 230 x 280millimeter ,44.1
Dewalt Jigsaw Blades For Wood Black/Silver 60millimeter ,23.0
Dewalt Pack Of 5 Jigsaw T-Shank Blade Grey 100millimeter ,20.5
Dewalt 71-Piece Screwdriver Bit Set with Nut Driver Multicolour 15x8x3inch ,247.0
Dewalt Pack Of 50 Aluminum Oxide Sandpaper Black 230 x 280millimeter ,42.0
Dewalt Pack Of 50 Aluminum Oxide Sandpaper Black 230x280millimeter ,42.0
Dewalt Pack Of 50 Aluminum Oxide Sandpaper Black 230x280millimeter ,42.0
Dewalt Pack Of 50 Aluminum Oxide Sandpaper Black 230 x 280millimeter ,42.0
Dewalt Pack Of 50 Aluminum Oxide Sandpaper Black 230 x 280millimeter ,42.0
Dewalt Segmented Rim Tile Cutting Blade Silver 230milimeter ,136.4
Dewalt Drywall Screwdriver Black/Yellow ,605.0
Dewalt Cordless Screwdriver Yellow/Black 10x10x11centimeter ,385.0
Dewalt 4-Piece Screwdriver Set Black/Yellow/Silver ,107.0
Dewalt VSR Torque Adjustable Screwdriver Yellow/Black/Silver ,825.0
Dewalt Metalic Flat Chisel Silver 600x25millimeter ,55.0
Dewalt SS Metal Cutting Wheel Black ,10.5
Dewalt T27 Metal Cutting Wheel Yellow/Black/Red 115x3x22.5millimeter ,12.0
Dewalt 10-Piece Sanding Disc Set Yellow 5.9inch ,25.0
Dewalt 10-Piece Sanding Disc Set Yellow 150millimeter ,46.0
Dewalt Jigsaw Blade Silver 82millimeter ,36.5
Dewalt 5-Piece Metal Cutting Jigsaw Blade Set Silver ,18.7
Dewalt 3-Piece Jigsaw Blade Set Silver ,17.2
Dewalt Shank Jigsaw Blades Silver/Black 30millimeter ,15.0
Dewalt Jigsaw Blade Grey/Silver 100millimeter ,12.0
Dewalt 50-Piece 220 Grit Dry Sanding Sheet Red 230 x 280millimeter ,42.0
Dewalt 50-Piece 320 Grit Dry Sanding Sheet Red 230 x 280millimeter ,42.0
Dewalt Metal Cutting Disc Black 25x35millimeter ,18.5
Dewalt Metal Cutting Disc Black 6.3 x 6.3 x 0.3inch ,13.5
Dewalt DX7907-Ae Bonded Metal Cutting Disc 100mm Black 100millimeter ,12.0
Dewalt Metal Cutting Disc Black 230millimeter ,21.0
Dewalt Bi-Metal High Performance Holesaw Yellow 41millimeter ,52.6
Dewalt Bi-Metal High Performance Holesaw Yellow 27millimeter ,46.05
Dewalt Dwa0805-B1 Sds Max Round B Point Chisel Silver ,40.0
Dewalt Magnetic Bit Holder Silver ,14.5
Dewalt Diamond Blade Tile DX3101 Yellow 100millimeter ,50.0
Dewalt Diamond Blade Turbo Yellow 100millimeter ,49.0
"Dewalt Dx3921, 115Mm Diamond Blade Turbo Yellow ",54.0
Dewalt Portable Granite Diamond Blade Yellow/Black 100x20/16millimeter ,61.0
Dewalt Laser Segmented Diamond Blade Yellow ,46.0
Dewalt Laser Segmented Diamond Blade Yellow 115millimeter ,50.0
Generic Battery Converter Adapter With USB Port For Dewalt Tools ,106.6
Generic Dewalt Battery Converter Adapter With USB Port Black ,85.0
Generic Dewalt Battery Adapter Black ,77.2
Generic Dewalt Battery Adapter Black 12 x 9 x 11cm ,65.35
Generic Dewalt Battery Converter Adapter Black 12 x 9 x 11cm ,66.3
Dewalt Electric Chop Saw Yellow/Black/White 2300watts ,931.5
Dewalt Air Blower Machine Yellow/Black ,250.0
Dewalt Air Blower 800W Variable Speed Yellow/Black/Silver Yellow/Black 10cm ,213.85
Dewalt Electric Air Blower Yellow/Black ,250.0
Dewalt Variable Speed Air Blower 800W Yellow/Black 1.8kg ,220.0
Dewalt Angle Grinder Yellow/Black/Grey 4.5inch ,285.0
Dewalt Angle Grinder Yellow/Black/Grey 490x151millimeter ,650.0
Dewalt Angle Grinder Yellow/Black/Grey 115millimeter ,450.5
Dewalt Electric Angle Grinder Yellow/Black/Grey 7inch ,599.0
Dewalt Small Angle Grinder Yellow/Black/Grey ,550.0
"Dewalt 5KG Dedicated Chipping Hammer - SDS Max, D25810K-B5 Yellow 10centimeter ",1260.0
Dewalt SDS Max Dedicated Chipping Hammer Black/Yellow 1150watts ,1810.0
Dewalt Durable Angle Grinder Yellow/Black/Silver 125millimeter ,327.75
Dewalt Heavy Duty Angle Grinder Yellow/Black/Silver 9inch ,619.65
Dewalt T4 Segmented Diamond Blade Grey 105millimeter ,17.75
Dewalt Flap Disc Black 180 x 22.2millimeter ,27.3
Dewalt Flap Disc Black 180 x 22.2millimeter ,27.3
Dewalt Metal Circular Saw Blade Silver 30millimeter ,59.4
Dewalt T27 Metal Grinding Wheel Black/Yellow ,10.85
Dewalt T27 Stainless Steel Grinding Wheel Black/Yellow ,5.0
Dewalt BIM Bi Metal Hole Saw Yellow 40millimeter ,50.5
Dewalt T25 Torx Bit Silver 25millimeter ,29.15
Dewalt Double Row Surface Grinding Wheels Yellow 4inch ,202.5
Dewalt Double Row Diamond Cup Grinding Wheel Yellow 18millimeter ,425.0
Dewalt 3 Mode SDS Plus Hammer 710W Black/Yellow 330X210millimeter ,530.0
Dewalt 3 mode SDS Plus hammer Yellow/Black 330x210x75millimeter ,477.0
Dewalt 45-Piece Screw driving Set With Case Grey/Black/Silver ,150.0
Dewalt Brushless High Torque Impact Wrench Yellow/Black/Silver 224 x 278millimeter ,2250.0
Dewalt Diamond Blade Continuous Rim Wheel Silver 115x5x22.2millimeter ,35.0
Dewalt Diamond Blade Segmented Rim Wheel Silver ,36.0
Dewalt Angle Grinder Black/Yellow 2200watts ,490.0
Dewalt Angle Grinder Black/Yellow 800watts ,260.0
Dewalt Angle Grinder Black/Yellow 1200watts ,357.0
Dewalt Large Angle Grinder Black/Yellow 2400watts ,690.0
Dewalt Angle Grinder Black/Yellow 115millimeter ,245.0
Dewalt Variable Reciprocating Saw Yellow/Black ,713.0
Dewalt Corded Reciprocating Saw Black/Yellow ,695.0
Dewalt Reciprocating Saw Power Tool 1100W Black/Yellow ,1128.0
Dewalt Extra Thin Cutting Wheel Black ,12.5
Dewalt Chop Saw 2300W Yellow/Black/Brown 25inch ,750.0
Dewalt Circular Saw Blade Silver 235x30milimeter ,74.55
Dewalt Circular Saw Machine Grey/Silver/Yellow 235x30milimeter ,950.0
Dewalt Circular Saw Blade Silver 350x30milimeter ,99.05
"Dewalt Dw4775T-Ae, 180Mm Double Row Diamond Cup Wheel Yellow 180millimeter ",280.0
Dewalt Double Row Diamond Cup Wheel Yellow 115millimeter ,62.0
Dewalt Compact Circular Saw Silver/Yellow/Black ,850.0
Dewalt Electric Circular Saw Yellow/Silver/Black 430x290millimeter ,752.8
Dewalt 185mm Compact Circ Saw Yellow 10centimeter ,478.0
Dewalt Heavy Duty Compact Circular Saw Black/Yellow 2.5x5centimeter ,505.0
Dewalt Compact Circular Saw Yellow/Black/Silver 286 x 226millimeter ,550.0
Dewalt Circular Saw Yellow/Silver/Black 286x226millimeter ,550.0
Dewalt 2000W LCD Heat Gun Yellow ,280.0
Dewalt XR Flex Circular Saw Black/Yellow 190millimeter ,2065.6
"Dewalt 18V Premium Jigsaw, 2 x 4.0Ah batteries, charger & kitbox Yellow ",1680.0
Dewalt Tile Cutter DW862-B5 Yellow 10centimeter ,328.8
Dewalt Krypton Safety Shoe Black ,299.0
Dewalt 50-Piece 60 Grit Waterproof Sheet Black 230 x 280millimeter ,48.3
Dewalt 50-Piece 100 Grit Waterproof Sheet Black 230x280millimeter ,42.0
Dewalt Tile Cutting Blade Yellow/Silver/Black 100x20millimeter ,53.0
Dewalt Tile Cutting Blade Silver 178x5x22.2milimeter ,55.05
Dewalt Antistatic Dust Extractor Hose Black 4meter ,168.0
Dewalt Jigsaw T-Shank Blade Multicolour 76millimeter ,22.5
Dewalt 3-Piece Saw Set With 2 Batteries DCS388T2-GB Yellow 10centimeter ,2575.0
Dewalt Zinc Plated Bolt Anchor Silver 95millimeter ,7.25
Dewalt 50-Piece Grit Aluminum Oxide Sanding Discs Set Black/Yellow/Silver 150millimeter ,42.0
Dewalt Jigsaw Blade Black 100x73x2.2millimeter ,275.0
Dewalt HCS Jigsaw Blade Black/White 100millimeter ,21.3
Dewalt Metal Cutting Disc Yellow 100millimeter ,14.5
Dewalt Turbo Surface Grinding Wheel Yellow ,200.0
Dewalt Extreme Diamond Cutting Blade Yellow/Black ,99.8
Generic DCB112 Replacement Li-Ion Battery Charger For Dewalt 12V 14.4V 18V Lithium Cells Multicolour 18x9x14centimeter ,168.2
Generic DCB112 Replacement Li-Ion Battery Charger For Dewalt 12V 14.4V 18V Lithium Cells Multicolour 18x9x14centimeter ,89.0
Dewalt Brushless Grinder Yellow/Black ,1965.0
Dewalt XR SDS Brushless Hammer Yellow/Black 383 x 161millimeter ,1150.0
Dewalt Diamond Edge Cutting Wheel Multicolour 115millimeter ,34.0
Dewalt Plastic Laser Distance Meter Yellow/Black/Silver 196.8 x 196.8 x 196.8inch ,475.0
Dewalt 1800W Heat Gun D26411-QS Yellow 10centimeter ,225.0
Dewalt Flat Opp Flap Disc Grey ,7.7
Dewalt T27 Inox Stainless Steel Cutting Wheel Black ,9.25
Dewalt Top Handle Jigsaw Machine Yellow/Black/Silver 250 x 210millimeter ,850.0
Dewalt Abrasive Chopsaw Black/Yellow/Grey ,639.0
Dewalt 18-Piece Screwdriver Bit Set Silver 10millimeter ,218.0
Dewalt Diamond Blade Concrete Yellow ,79.0
Dewalt Oscillating Multi Tool Set Black/White/Brown ,1066.95
Dewalt Diamond Edge Chop Saw Blade Black 355 x 25.4millimeter ,614.3
FESTNIGHT Replacement Li-Ion Battery Charger For Dewalt Black ,232.0
FESTNIGHT Replacement Li-Ion Battery Charger For Dewalt Black ,296.3
FESTNIGHT Replacement Li-Ion Battery Charger For Dewalt Black ,296.45
FESTNIGHT Replacement Li-Ion Battery Charger For Dewalt Black ,296.45
Dewalt Tip Concrete Screwbolt Silver ,11.0
Dewalt XR Flex Max Rotary Hammer Black/Yellow 30millimeter ,3524.8
Dewalt 800W Hammer D25133K-B5 Yellow 26millimeter ,514.4
Dewalt 800W Hammer With Quick Change Chuck D25134K-B5 Yellow 26millimeter ,765.0
Dewalt Jigsaw Machine Yellow/Black/Silver 35.5x26.2x10.1centimeter ,420.0
Dewalt Variable Speed Polisher ,850.0
Dewalt Heavy Duty Corded Blower Black/Yellow ,200.0
Dewalt 5-Piece Extra Grip Torsion Bit Set Silver 25millimeter ,20.4
Dewalt Portable Circular Saw Blade Gold 184x30millimeter ,41.05
Dewalt Metal Grinding Disc Multicolour 115x22x6millimeter ,11.25
"Dewalt Dt8087-Qz, Sds Max Pointed Chisel 600Mm Silver ",51.0
Dewalt Surface Grinding Shroud Black/Yellow 5inch ,368.0
Dewalt Manual Adhesive Dispensing Tool Black ,525.0
Dewalt 3-Mode Pistol Grip Hammer Black/Yellow ,560.0
Dewalt Hammer And Chuck Yellow/Black ,750.0
Dewalt Double Bevel Sliding Compound Miter Saw Black/Yellow/Grey ,3625.0
Dewalt XR Li-Ion Battery Charger Yellow/Black ,420.0
"Dewalt 115mm, 730W Slide Switch Angle grinder Yellow ",231.0
Dewalt Pocket Laser Distance Measurer Yellow/Black ,178.0
Dewalt Angle Grinder Yellow/Grey 230millimeter ,430.0
Dewalt DT3601-Qz Quick Fit Platens 150mm Silver ,50.0
Dewalt SDS Max Pointed Chisel Yellow 400millimeter ,42.3
Dewalt DT3294-Qz 115mm Flap Dsc 80G Type 27 Flat Black ,16.0
Dewalt Corded Electric Jigsaw Yellow/Black/Grey ,350.0
